id,name,full_name,clone_url,size,stargazers_count,watchers_count,language,has_issues,has_projects,has_downloads,has_wiki,has_pages,forks_count,mirror_url,archived,disabled,open_issues_count,forks,open_issues,watchers,default_branch,score
326381266,h5190066sumeyyecakir,sumeyyecakr/h5190066sumeyyecakir,https://github.com/sumeyyecakr/h5190066sumeyyecakir.git,5557,1,1,Java,True,True,True,True,False,0,,False,False,0,0,0,1,main,1.0
166240319,EmojiCheck,JohannCOSTE/EmojiCheck,https://github.com/JohannCOSTE/EmojiCheck.git,30159,1,1,Java,True,True,True,True,False,0,,False,False,0,0,0,1,master,1.0
326349673,Lets_Chat_Android_App,aniketray17/Lets_Chat_Android_App,https://github.com/aniketray17/Lets_Chat_Android_App.git,114,1,1,Java,True,True,True,True,False,0,,False,False,0,0,0,1,master,1.0
338933012,Mnart,Houssem-Esprit/Mnart,https://github.com/Houssem-Esprit/Mnart.git,10228,1,1,Java,True,True,True,True,False,0,,False,False,0,0,0,1,main,1.0
334463031,notes-android-app,silascunha/notes-android-app,https://github.com/silascunha/notes-android-app.git,690,1,1,Java,True,True,True,True,False,0,,False,False,0,0,0,1,main,1.0
353154640,Medical-Care,ul8ziz/Medical-Care,https://github.com/ul8ziz/Medical-Care.git,3281,1,1,Java,True,True,True,True,False,0,,False,False,0,0,0,1,main,1.0
232023948,product-hunt-mobile,developerantoniosousa/product-hunt-mobile,https://github.com/developerantoniosousa/product-hunt-mobile.git,1318,1,1,Java,True,True,True,True,False,0,,False,False,8,0,8,1,master,1.0
263344439,Sharestead,davele-itsme/Sharestead,https://github.com/davele-itsme/Sharestead.git,3317,1,1,Java,True,True,True,True,False,0,,False,False,0,0,0,1,master,1.0
143431536,MovieCollectionApp,NandoRunner/MovieCollectionApp,https://github.com/NandoRunner/MovieCollectionApp.git,19079,1,1,Java,True,True,True,True,False,0,,False,False,0,0,0,1,master,1.0
273810966,GADS-NoteKeeper,ochudidesterio/GADS-NoteKeeper,https://github.com/ochudidesterio/GADS-NoteKeeper.git,1263,1,1,Java,True,True,True,True,False,0,,False,False,0,0,0,1,master,1.0
326051191,nukima,danisty/nukima,https://github.com/danisty/nukima.git,38281,1,1,Java,True,True,True,True,False,0,,False,False,0,0,0,1,master,1.0
355315777,Android-clickable-recyclerview,Mehedi-Hasan-Rooman/Android-clickable-recyclerview,https://github.com/Mehedi-Hasan-Rooman/Android-clickable-recyclerview.git,139,1,1,Java,True,True,True,True,False,0,,False,False,0,0,0,1,master,1.0
172190427,easyhttp,wandersnail/easyhttp,https://github.com/wandersnail/easyhttp.git,340,1,1,Java,True,True,True,True,False,0,,False,False,0,0,0,1,master,1.0
215297331,BloodDonation,shekharAggarwal/BloodDonation,https://github.com/shekharAggarwal/BloodDonation.git,7461,1,1,Java,True,True,True,True,False,0,,False,False,0,0,0,1,main,1.0
263357010,musify-streamit,the-k-node/musify-streamit,https://github.com/the-k-node/musify-streamit.git,1497,1,1,Java,True,True,True,True,False,0,,False,False,0,0,0,1,master,1.0
263812348,daily-learning-app,sharshi/daily-learning-app,https://github.com/sharshi/daily-learning-app.git,3675,1,1,Java,True,True,True,True,False,0,,False,False,0,0,0,1,master,1.0
332182790,HaoLog,ronghao/HaoLog,https://github.com/ronghao/HaoLog.git,177,1,1,Java,True,True,True,True,False,0,,False,False,0,0,0,1,main,1.0
156347996,android-sdk-pureprofile,pureprofile/android-sdk-pureprofile,https://github.com/pureprofile/android-sdk-pureprofile.git,15797,1,1,Java,True,True,True,True,False,0,,False,False,0,0,0,1,master,1.0
267932287,ItalianFiscalCodeCalculatorApp,martapanc/ItalianFiscalCodeCalculatorApp,https://github.com/martapanc/ItalianFiscalCodeCalculatorApp.git,5385,1,1,Java,True,True,True,True,False,0,,False,False,0,0,0,1,master,1.0
146174376,DignityContacts,alirezaeiii/DignityContacts,https://github.com/alirezaeiii/DignityContacts.git,1130,1,1,Java,True,True,True,True,False,0,,False,False,0,0,0,1,master,1.0
321446199,wallpaper,pikachu0621/wallpaper,https://github.com/pikachu0621/wallpaper.git,19022,1,1,Java,True,True,True,True,False,0,,False,False,0,0,0,1,master,1.0
323044511,Notes,pikachu0621/Notes,https://github.com/pikachu0621/Notes.git,9552,1,1,Java,True,True,True,True,False,0,,False,False,0,0,0,1,master,1.0
319016197,book,pikachu0621/book,https://github.com/pikachu0621/book.git,22228,1,1,Java,True,True,True,True,False,0,,False,False,0,0,0,1,master,1.0
400637107,FlingIn,ArgDevIO/FlingIn,https://github.com/ArgDevIO/FlingIn.git,3270,1,1,Java,True,True,True,True,False,0,,False,False,0,0,0,1,master,1.0
244711339,FARM,sheppardd1/FARM,https://github.com/sheppardd1/FARM.git,2863,1,1,Java,True,True,True,True,False,0,,False,False,0,0,0,1,master,1.0
330508957,coloregioni,NiccoloSegato/coloregioni,https://github.com/NiccoloSegato/coloregioni.git,25873,1,1,Java,True,True,True,True,True,0,,False,False,0,0,0,1,main,1.0
357988650,Notes,GobinathAL/Notes,https://github.com/GobinathAL/Notes.git,423,1,1,Java,True,True,True,True,False,0,,False,False,0,0,0,1,master,1.0
210713540,saasquatch-java-sdk,saasquatch/saasquatch-java-sdk,https://github.com/saasquatch/saasquatch-java-sdk.git,502,1,1,Java,True,False,True,True,False,0,,False,False,0,0,0,1,master,1.0
335047688,Tune-MyTask,saptarshidash/Tune-MyTask,https://github.com/saptarshidash/Tune-MyTask.git,14305,1,1,Java,True,True,True,True,False,1,,False,False,0,1,0,1,master,1.0
397888903,Unit_Converter,NamrathaHV/Unit_Converter,https://github.com/NamrathaHV/Unit_Converter.git,821,1,1,Java,True,True,True,True,False,0,,False,False,0,0,0,1,master,1.0
326919825,Android-Face-Detection,punreachrany/Android-Face-Detection,https://github.com/punreachrany/Android-Face-Detection.git,241608,1,1,Java,True,True,True,True,False,0,,False,False,0,0,0,1,main,1.0
330810025,MenuForToday,CottaLotties/MenuForToday,https://github.com/CottaLotties/MenuForToday.git,14764,1,1,Java,True,True,True,True,False,0,,False,False,0,0,0,1,develop,1.0
336950780,Simple-Video-Player,akash435/Simple-Video-Player,https://github.com/akash435/Simple-Video-Player.git,23035,1,1,Java,True,True,True,True,False,0,,False,False,0,0,0,1,master,1.0
183742108,Sample-Firebase-Login,yashovardhan99/Sample-Firebase-Login,https://github.com/yashovardhan99/Sample-Firebase-Login.git,1814,1,1,Java,True,True,True,True,False,0,,False,False,1,0,1,1,master,1.0
385875291,FpsDetector,AaronFang123/FpsDetector,https://github.com/AaronFang123/FpsDetector.git,153,1,1,Java,True,True,True,True,False,0,,False,False,0,0,0,1,master,1.0
403521172,eggtimer,woheller69/eggtimer,https://github.com/woheller69/eggtimer.git,1812,1,1,Java,True,True,True,True,False,0,,False,False,2,0,2,1,main,1.0
352561116,PhishingNet,praveenkumar-programmer/PhishingNet,https://github.com/praveenkumar-programmer/PhishingNet.git,2281,1,1,Java,True,True,True,True,False,0,,False,False,0,0,0,1,master,1.0
378911228,ASMRV,0x78654C/ASMRV,https://github.com/0x78654C/ASMRV.git,1652,1,1,Java,True,True,True,True,False,0,,False,False,0,0,0,1,master,1.0
411296695,oneappsmusic,oneappsofficial/oneappsmusic,https://github.com/oneappsofficial/oneappsmusic.git,6459,1,1,Java,True,True,True,True,False,0,,False,False,0,0,0,1,main,1.0
389552543,roam-cordova,roam-ai/roam-cordova,https://github.com/roam-ai/roam-cordova.git,44,1,1,Java,True,True,True,True,False,0,,False,False,0,0,0,1,master,1.0
368003330,MqttClient,ranitraj/MqttClient,https://github.com/ranitraj/MqttClient.git,468,1,1,Java,True,True,True,True,False,0,,False,False,0,0,0,1,main,1.0
383208861,Multiple_Screens_App_JAVA,D-Coder135/Multiple_Screens_App_JAVA,https://github.com/D-Coder135/Multiple_Screens_App_JAVA.git,169,1,1,Java,True,True,True,True,False,0,,False,False,0,0,0,1,master,1.0
285389137,trackingwifi,habbichelotfi/trackingwifi,https://github.com/habbichelotfi/trackingwifi.git,13467,1,1,Java,True,True,True,True,False,0,,False,False,0,0,0,1,master,1.0
379791903,RxActivity,voisen/RxActivity,https://github.com/voisen/RxActivity.git,249,1,1,Java,True,True,True,True,False,0,,False,False,0,0,0,1,main,1.0
100436562,DeathProgress,ethanmdavidson/DeathProgress,https://github.com/ethanmdavidson/DeathProgress.git,1072,1,1,Java,True,True,True,True,False,0,,False,False,9,0,9,1,master,1.0
348599810,MvvmRoomCATapi,adyaagrawal/MvvmRoomCATapi,https://github.com/adyaagrawal/MvvmRoomCATapi.git,137,1,1,Java,True,True,True,True,False,1,,False,False,0,1,0,1,master,1.0
139442060,CocktailsPro,ksheremet/CocktailsPro,https://github.com/ksheremet/CocktailsPro.git,16146,5,5,Java,True,True,True,True,False,0,,False,False,3,0,3,5,master,1.0
256512265,fiskaly-sdk-java,fiskaly/fiskaly-sdk-java,https://github.com/fiskaly/fiskaly-sdk-java.git,303,5,5,Java,True,True,True,True,False,0,,False,False,10,0,10,5,master,1.0
201284018,WorkerManager,vishalroygeek/WorkerManager,https://github.com/vishalroygeek/WorkerManager.git,4700,5,5,Java,True,True,True,True,False,0,,False,False,0,0,0,5,master,1.0
170371773,Subnet-Calculator,kowama/Subnet-Calculator,https://github.com/kowama/Subnet-Calculator.git,1167,5,5,Java,True,True,True,True,False,0,,False,False,0,0,0,5,master,1.0
128798462,Weather-Forecast,SaharshPandey/Weather-Forecast,https://github.com/SaharshPandey/Weather-Forecast.git,937,5,5,Java,True,True,True,True,False,0,,False,False,0,0,0,5,master,1.0
232165875,dbikes-planner,oisinq/dbikes-planner,https://github.com/oisinq/dbikes-planner.git,205376,5,5,Java,True,True,True,True,False,0,,False,False,16,0,16,5,master,1.0
90966467,LBB-Collagemaker,Vasu05/LBB-Collagemaker,https://github.com/Vasu05/LBB-Collagemaker.git,1199,4,4,Java,True,True,True,True,False,0,,False,False,0,0,0,4,master,1.0
186223371,TSN_ANDROID_DEMO_HELLO,tsnsoft/TSN_ANDROID_DEMO_HELLO,https://github.com/tsnsoft/TSN_ANDROID_DEMO_HELLO.git,10395,4,4,Java,True,True,True,True,False,0,,False,False,0,0,0,4,master,1.0
81853220,android-app,ReCodEx/android-app,https://github.com/ReCodEx/android-app.git,2210,4,4,Java,True,True,True,False,False,0,,False,False,1,0,1,4,master,1.0
